unix,date,symbol,open,high,low,close
1693360800,30.08.23 02:00,MATIC/USD,0.58681,0.58681,0.58577,0.58637
1693357200,30.08.23 01:00,MATIC/USD,0.58654,0.58738,0.58392,0.58738
1693353600,30.08.23 00:00,MATIC/USD,0.59364,0.59364,0.587,0.58734
1693350000,29.08.23 23:00,MATIC/USD,0.59697,0.59697,0.59099,0.59405
1693346400,29.08.23 22:00,MATIC/USD,0.59806,0.59806,0.59505,0.59702
1693342800,29.08.23 21:00,MATIC/USD,0.59247,0.59696,0.59242,0.59696
1693339200,29.08.23 20:00,MATIC/USD,0.59536,0.59814,0.59265,0.59265
1693335600,29.08.23 19:00,MATIC/USD,0.59524,0.59613,0.59295,0.59498
1693332000,29.08.23 18:00,MATIC/USD,0.60035,0.60035,0.59527,0.59527
1693328400,29.08.23 17:00,MATIC/USD,0.59863,0.60274,0.59521,0.59786
1693324800,29.08.23 16:00,MATIC/USD,0.59429,0.60224,0.5939,0.59808
1693321200,29.08.23 15:00,MATIC/USD,0.60822,0.60906,0.59,0.59236
1693317600,29.08.23 14:00,MATIC/USD,0.55586,0.6334,0.54,0.6086
1693314000,29.08.23 13:00,MATIC/USD,0.5557,0.55795,0.55478,0.55585
1693310400,29.08.23 12:00,MATIC/USD,0.55343,0.55587,0.55341,0.55587
1693306800,29.08.23 11:00,MATIC/USD,0.55385,0.55462,0.55272,0.55272
1693303200,29.08.23 10:00,MATIC/USD,0.555,0.555,0.55312,0.55328
1693299600,29.08.23 09:00,MATIC/USD,0.5574,0.55792,0.55635,0.55635
1693296000,29.08.23 08:00,MATIC/USD,0.55586,0.55737,0.55582,0.55737
1693292400,29.08.23 07:00,MATIC/USD,0.55703,0.55703,0.55548,0.55549
1693288800,29.08.23 06:00,MATIC/USD,0.5573,0.5573,0.55655,0.55655
1693285200,29.08.23 05:00,MATIC/USD,0.55949,0.55949,0.55949,0.55949
1693281600,29.08.23 04:00,MATIC/USD,0.55949,0.55949,0.55949,0.55949
1693278000,29.08.23 03:00,MATIC/USD,0.55998,0.55998,0.55998,0.55998
1693274400,29.08.23 02:00,MATIC/USD,0.56179,0.56179,0.55998,0.55998
1693270800,29.08.23 01:00,MATIC/USD,0.56249,0.56625,0.56249,0.56265
1693267200,29.08.23 00:00,MATIC/USD,0.56232,0.56308,0.5612,0.56139
1693263600,28.08.23 23:00,MATIC/USD,0.56298,0.56346,0.56198,0.56205
1693260000,28.08.23 22:00,MATIC/USD,0.5575,0.56147,0.5575,0.56073
1693256400,28.08.23 21:00,MATIC/USD,0.55773,0.56019,0.5577,0.558
1693252800,28.08.23 20:00,MATIC/USD,0.55693,0.55806,0.55592,0.55761
1693249200,28.08.23 19:00,MATIC/USD,0.56155,0.56225,0.55582,0.55713
1693245600,28.08.23 18:00,MATIC/USD,0.55955,0.56139,0.55851,0.56125
1693242000,28.08.23 17:00,MATIC/USD,0.56273,0.56304,0.56052,0.56052
1693238400,28.08.23 16:00,MATIC/USD,0.56267,0.56378,0.56075,0.56318
1693234800,28.08.23 15:00,MATIC/USD,0.5643,0.56728,0.56234,0.56326
1693231200,28.08.23 14:00,MATIC/USD,0.55892,0.56462,0.5578,0.5645
1693227600,28.08.23 13:00,MATIC/USD,0.56226,0.56226,0.55755,0.55834
1693224000,28.08.23 12:00,MATIC/USD,0.55738,0.56359,0.55735,0.56084
1693220400,28.08.23 11:00,MATIC/USD,0.55478,0.55569,0.55478,0.55569
1693216800,28.08.23 10:00,MATIC/USD,0.55207,0.55581,0.55207,0.55581
1693213200,28.08.23 09:00,MATIC/USD,0.54883,0.54883,0.54543,0.54871
1693209600,28.08.23 08:00,MATIC/USD,0.55054,0.55054,0.55054,0.55054
1693206000,28.08.23 07:00,MATIC/USD,0.54801,0.54801,0.54801,0.54801
1693202400,28.08.23 06:00,MATIC/USD,0.55099,0.55099,0.5509,0.5509
1693198800,28.08.23 05:00,MATIC/USD,0.55216,0.55216,0.5455,0.54801
1693195200,28.08.23 04:00,MATIC/USD,0.5524,0.5524,0.55225,0.55226
1693191600,28.08.23 03:00,MATIC/USD,0.54989,0.54989,0.54989,0.54989
1693188000,28.08.23 02:00,MATIC/USD,0.55046,0.55046,0.54989,0.54989
1693184400,28.08.23 01:00,MATIC/USD,0.55122,0.55122,0.54941,0.55061
1693180800,28.08.23 00:00,MATIC/USD,0.55541,0.55588,0.55173,0.55173
1693177200,27.08.23 23:00,MATIC/USD,0.55535,0.55535,0.55535,0.55535
1693173600,27.08.23 22:00,MATIC/USD,0.55509,0.55535,0.55509,0.55535
1693170000,27.08.23 21:00,MATIC/USD,0.55618,0.55786,0.55405,0.55489
1693166400,27.08.23 20:00,MATIC/USD,0.55544,0.55606,0.55491,0.55606
1693162800,27.08.23 19:00,MATIC/USD,0.5564,0.5564,0.55635,0.55635
1693159200,27.08.23 18:00,MATIC/USD,0.55303,0.55405,0.55258,0.55405
1693155600,27.08.23 17:00,MATIC/USD,0.55339,0.55339,0.55339,0.55339
1693152000,27.08.23 16:00,MATIC/USD,0.55644,0.55808,0.55583,0.55808
1693148400,27.08.23 15:00,MATIC/USD,0.55951,0.55951,0.55947,0.55947
1693144800,27.08.23 14:00,MATIC/USD,0.54807,0.56549,0.54807,0.55978
1693141200,27.08.23 13:00,MATIC/USD,0.54837,0.54837,0.54806,0.54806
1693137600,27.08.23 12:00,MATIC/USD,0.54726,0.54726,0.54726,0.54726
1693134000,27.08.23 11:00,MATIC/USD,0.54777,0.54807,0.54739,0.54739
1693130400,27.08.23 10:00,MATIC/USD,0.54725,0.54725,0.54725,0.54725
1693126800,27.08.23 09:00,MATIC/USD,0.54725,0.54725,0.54725,0.54725
1693123200,27.08.23 08:00,MATIC/USD,0.54674,0.54753,0.54674,0.54725
1693119600,27.08.23 07:00,MATIC/USD,0.54665,0.54665,0.54665,0.54665
1693116000,27.08.23 06:00,MATIC/USD,0.54665,0.54665,0.54665,0.54665
1693112400,27.08.23 05:00,MATIC/USD,0.54826,0.54826,0.54762,0.54762
1693108800,27.08.23 04:00,MATIC/USD,0.54768,0.54771,0.54741,0.54741
1693105200,27.08.23 03:00,MATIC/USD,0.54649,0.54649,0.54649,0.54649
1693101600,27.08.23 02:00,MATIC/USD,0.54649,0.54649,0.54649,0.54649
1693098000,27.08.23 01:00,MATIC/USD,0.54714,0.54714,0.54649,0.54649
1693094400,27.08.23 00:00,MATIC/USD,0.54725,0.54725,0.54725,0.54725
1693090800,26.08.23 23:00,MATIC/USD,0.54725,0.54725,0.54725,0.54725
1693087200,26.08.23 22:00,MATIC/USD,0.54798,0.54808,0.5479,0.5479
1693083600,26.08.23 21:00,MATIC/USD,0.54814,0.54814,0.5478,0.5478
1693080000,26.08.23 20:00,MATIC/USD,0.5462,0.5462,0.5462,0.5462
1693076400,26.08.23 19:00,MATIC/USD,0.54586,0.54586,0.54586,0.54586
1693072800,26.08.23 18:00,MATIC/USD,0.54589,0.54589,0.54586,0.54586
1693069200,26.08.23 17:00,MATIC/USD,0.54551,0.54551,0.54551,0.54551
1693065600,26.08.23 16:00,MATIC/USD,0.54551,0.54551,0.54551,0.54551
1693062000,26.08.23 15:00,MATIC/USD,0.5469,0.5469,0.54689,0.54689
1693058400,26.08.23 14:00,MATIC/USD,0.54559,0.54559,0.54559,0.54559
1693054800,26.08.23 13:00,MATIC/USD,0.54608,0.54608,0.54608,0.54608
1693051200,26.08.23 12:00,MATIC/USD,0.54653,0.54653,0.54653,0.54653
1693047600,26.08.23 11:00,MATIC/USD,0.54697,0.54697,0.54697,0.54697
1693044000,26.08.23 10:00,MATIC/USD,0.54697,0.54697,0.54697,0.54697
1693040400,26.08.23 09:00,MATIC/USD,0.54697,0.54697,0.54697,0.54697
1693036800,26.08.23 08:00,MATIC/USD,0.54655,0.54655,0.54604,0.54604
1693033200,26.08.23 07:00,MATIC/USD,0.54771,0.54771,0.54721,0.54721
1693029600,26.08.23 06:00,MATIC/USD,0.54498,0.54689,0.54498,0.54689
1693026000,26.08.23 05:00,MATIC/USD,0.54678,0.54678,0.54678,0.54678
1693022400,26.08.23 04:00,MATIC/USD,0.54667,0.54678,0.54667,0.54678
1693018800,26.08.23 03:00,MATIC/USD,0.547,0.5472,0.547,0.5472
1693015200,26.08.23 02:00,MATIC/USD,0.5469,0.5469,0.5469,0.5469
1693011600,26.08.23 01:00,MATIC/USD,0.5468,0.5469,0.54679,0.5469
1693008000,26.08.23 00:00,MATIC/USD,0.54579,0.54579,0.54469,0.54469
1693004400,25.08.23 23:00,MATIC/USD,0.54589,0.54669,0.54589,0.54669
1693000800,25.08.23 22:00,MATIC/USD,0.54559,0.54609,0.54469,0.54609
1692997200,25.08.23 21:00,MATIC/USD,0.54213,0.54213,0.54213,0.54213
1692993600,25.08.23 20:00,MATIC/USD,0.54228,0.54286,0.54213,0.54213
1692990000,25.08.23 19:00,MATIC/USD,0.54508,0.54547,0.54217,0.54217
1692986400,25.08.23 18:00,MATIC/USD,0.54235,0.54733,0.54235,0.54658
1692982800,25.08.23 17:00,MATIC/USD,0.54051,0.54217,0.54045,0.54217
1692979200,25.08.23 16:00,MATIC/USD,0.53969,0.54273,0.53969,0.54148
1692975600,25.08.23 15:00,MATIC/USD,0.5397,0.54169,0.5394,0.5394
1692972000,25.08.23 14:00,MATIC/USD,0.54307,0.54588,0.53749,0.53751
